State Name,Division Name,SchemeId,Scheme Name,Estimated cost (in lakhs) as per work order,Sanction Year,SLSSC/ DWSSM meeting date (dd/mm/yyyy),Work order date (dd/mm/yyyy),Physical completion date,Tentative completion date,Derived estimated cost  (in lakhs),Total_inadmissible_cost  (in lakhs),Derived estimated cost after removing inadmisible cost loaded on JJM  (in lakhs),Total expenditure (in lakhs),Total central expenditure (in lakhs),Total expenditure (in lakhs) on or after 2019-20,Total central expenditure (in lakhs) on or after 2019-20,Work not awarded/ Ongoing/ Financially completed,New scheme/ Retrofit/ Augmentation,SVS/ MVS/ Bulk Water Schemes,FHTCS planned,FHTCS provided,Ground/ Surface water/ Bulk Water Based/ Other,Un-verified status,NRDWP/ State and Others/ JJM-PWS/ JJM-Non-PWS,Type of scheme,In-village infrastructure cost (in lakhs) (After financial authentication),Central share cost (in lakhs) (After financial authentication),Community contribution (in lakhs) (After financial authentication),Physical completion progress (In percentage),Physically completed/ Ongoing but physically not completed/ Work order not issued,Last FHTC reported Month,Last FHTC reported Year,Last Expenditure reported Month,Last Expenditure reported Year,Updated On
Madhya Pradesh,E.E. PHED Division Ujjain,30011018,MALHAR GRAH SCHOOL ANGANWADI SCHEME,27.92,2021-2022,21-12-2020,11-03-2021,14-02-2024,31-12-2025,27.92,0,27.92,26.05353,12.37177,26.05353,12.37177,Ongoing,New PWS scheme,SVS,2,0,Ground water based,,JJM-PWS,PWS Schemes,0,13.96,0,100,Physically completed,,,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division KATNI,8346582,AAGANWADI DHIMARKHEDA 1136,39.52,2021-2022,31-03-2021,11-06-2021,,31-12-2024,39.52,0,39.52,33.78557,18.38951,33.78557,18.38951,Ongoing,New PWS scheme,MVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,39.52,17.784,3.952,25,Ongoing but physically not completed,,,January,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Ashok Nagar,8343539,jarsal,70.69,2020-2021,21-12-2020,12-03-2021,28-04-2023,31-05-2024,70.69,0,70.69,59.69795,31.8105,59.69795,31.8105,Ongoing,New PWS scheme,SVS,423,330,Ground water based,,JJM-PWS,PWS Schemes,70.69,31.81,7.069,100,Physically completed,September,2022,April,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division SEONI,7748839,ANDHYARI (ODF) PWSS,49.46,2017-2018,19-10-2020,06-12-2017,31-12-2019,31-12-2022,47.77,0,47.77,47.32845,20.32872,45.63845,20.32872,Ongoing,retrofit/ Augmentation,SVS,138,129,Ground water based,,NRDWP,Ongoing and subsumed for Retrofit & Augmentation,0,24.73,0,100,Physically completed,November,2020,July,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Khargone,30058786,CHHENDIYA ANJAN_PWSS,63.14,2021-2022,11-11-2021,01-03-2023,,31-12-2025,63.14,0,63.14,39.32166,15.14355,39.32166,15.14355,Ongoing,New PWS scheme,SVS,157,87,Ground water based,,JJM-PWS,PWS Schemes,63.14,29.992,3.157,95,Ongoing but physically not completed,April,2025,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Gwalior,8335685,BADAGAON JAGEER MIDDLE SCHOOL,1.72,2021-2022,22-12-2020,01-04-2021,03-03-2023,04-03-2023,1.72,0,1.72,1.72,0.75,1.72,0.75,Financially completed,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.86,0,100,Physically completed,,,October,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Chhatarpur,8349905,PS JAGATPUR,3.01,2021-2022,12-03-2021,01-04-2021,,31-03-2022,3.01,0,3.01,0,0,0,0,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,1.505,0,0,Ongoing but physically not completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Khandwa,8166285,Bhetkheda pwss,19.97,2020-2021,26-11-2020,28-12-2020,27-12-2024,31-12-2024,19.97,0,19.97,4.92815,0.67448,4.92815,0.67448,Ongoing,New PWS scheme,SVS,22,20,Ground water based,,JJM-PWS,PWS Schemes,19.97,8.986,1.997,100,Physically completed,April,2021,September,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division PARASIA,30205367,MAINAWADI JJM SCHEME,34.2,2021-2022,27-01-2022,06-01-2023,,31-12-2025,34.2,0,34.2,22.4851,3.57259,22.4851,3.57259,Ongoing,New PWS scheme,SVS,172,102,Ground water based,,JJM-PWS,PWS Schemes,34.2,15.39,3.42,0,Ongoing but physically not completed,June,2024,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Damoh,8191417,RAJALWARI PWSS (Retrofitting),36.73,2020-2021,27-02-2020,29-01-2021,14-04-2023,31-12-2025,36.73,0,36.73,36.64709,16.5285,36.64709,16.5285,Ongoing,retrofit/ Augmentation,SVS,98,95,Ground water based,,State and Others,State & Other completed and subsumed for Retrofit & Augmentation,36.73,16.528,3.673,100,Physically completed,November,2021,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division CHHINDWARA,30054836,KHAMARPANI_JJM,92.3,2020-2021,07-08-2020,12-11-2020,08-11-2024,31-03-2025,92.3,0,92.3,86.54812,39.60375,86.54812,39.60375,Ongoing,retrofit/ Augmentation,SVS,0,0,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,92.3,41.535,9.23,100,Physically completed,,,January,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Bhopal,30100721,KHEJRA GHAT  SVS,47.47,2021-2022,23-08-2021,16-09-2022,,30-09-2025,47.47,0,47.47,42.72202,21.361,42.72202,21.361,Ongoing,New PWS scheme,SVS,182,138,Ground water based,,JJM-PWS,PWS Schemes,47.47,21.361,4.747,40,Ongoing but physically not completed,December,2024,October,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,Rewa (E&M) Division,8374651,LALWARI PWSS (MECH ),16.04,2020-2021,02-03-2021,11-06-2021,,30-09-2024,16.04,0,16.04,15.48094,7.74047,15.48094,7.74047,Ongoing,New PWS scheme,SVS,5,14,Ground water based,,JJM-PWS,PWS Schemes,16.04,7.218,1.604,25,Ongoing but physically not completed,August,2023,December,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division SATNA,8325288,"578 (SCHOOL ,Block  Sohawal )",39.44,2021-2022,02-02-2021,25-06-2021,,31-10-2023,39.44,0,39.44,13.15528,6.57764,13.15528,6.57764,Ongoing,New PWS scheme,MVS,13,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,19.72,0,24,Ongoing but physically not completed,,,April,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division DINDORI,8339008,BEEJA (SCHOOL)/AGANWADI,3.87,2020-2021,24-11-2020,19-04-2021,,31-10-2024,3.87,0,3.87,2.87,1.57323,2.87,1.57323,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,1.935,0,20,Ongoing but physically not completed,,,October,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division KATNI,30235351,GADA PWSS SCHEME,37.91,2022-2023,27-01-2023,29-08-2023,,31-05-2025,37.91,0,37.91,9.97842,2.2871,9.97842,2.2871,Ongoing,New PWS scheme,SVS,108,0,Ground water based,,JJM-PWS,PWS Schemes,37.91,17.059,3.791,0,Ongoing but physically not completed,,,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Chhatarpur,30252128,Banyani SVS,27.22,2020-2021,08-12-2020,11-11-2021,,30-06-2025,27.22,0,27.22,2.82487,1.41243,2.82487,1.41243,Ongoing,New PWS scheme,SVS,102,0,Ground water based,,JJM-PWS,PWS Schemes,27.22,12.249,2.722,0,Ongoing but physically not completed,,,July,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Bhind,30020092,BLOCK ROUN AGANWADI 933,39.76,2021-2022,05-07-2021,15-09-2021,,30-06-2025,39.76,0,39.76,34.6975,18.29875,34.6975,18.29875,Ongoing,New PWS scheme,MVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,19.88,0,75,Ongoing but physically not completed,,,March,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Agar,8306954,Anganwadi ms.school ps school h.s school bhesoda,5.3,2020-2021,01-01-2021,19-04-2021,13-09-2023,30-09-2023,0,0,0,0,0,0,0,Financially completed,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,2.65,0,100,Physically completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Alirajpur,7757163,AMBADABERI PWSS (ODF),123.12,2017-2018,04-06-2017,01-11-2017,31-03-2020,31-03-2020,73.42788,0,73.42788,138.12944,8.60156,73.42788,0,Financially completed,New PWS scheme,MVS,363,131,Ground water based,,NRDWP,Ongoing and not taken for Retrofit & Augmentation (NRDWP schemes where expenditure booked since launch of JJM),0,0,0,98,Physically completed,June,2020,December,2019,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division DINDORI,8340064,Orai mal School/ Anganwadi,6.21,2020-2021,24-11-2020,10-03-2021,,31-12-2024,6.21,0,6.21,4.84739,3.08025,4.84739,3.08025,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,3.105,0,65,Ongoing but physically not completed,,,October,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division PARASIA,30247021,PALATWADA SCHOOL ANGANWADI JJM SCHEME,1.43,2020-2021,06-01-2021,17-03-2023,,31-12-2025,1.43,0,1.43,0,0,0,0,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.715,0,0,Ongoing but physically not completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Morena,8343310,AA 63 DATE 18.01.2021 ANGANWADI AMBAH,45,2021-2022,21-12-2020,28-05-2021,,30-09-2022,45,0,45,35.34346,9.30974,35.34346,9.30974,Ongoing,New PWS scheme,MVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,22.5,0,2,Ongoing but physically not completed,,,August,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Dewas,30236072,SUMRAKHEDA PWSS 2022,69.6,2022-2023,05-09-2022,14-06-2023,,31-03-2025,69.6,0,69.6,49.09591,17.04816,49.09591,17.04816,Ongoing,New PWS scheme,SVS,161,146,Ground water based,,JJM-PWS,PWS Schemes,69.6,31.32,6.96,20,Ongoing but physically not completed,March,2025,February,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Datia,8391517,DEORA  68 NEW SCHEME,52.72,2021-2022,08-07-2021,25-07-2021,,20-03-2026,52.72,0,52.72,29.66836,8.7508,29.66836,8.7508,Ongoing,New PWS scheme,SVS,118,58,Ground water based,,JJM-PWS,PWS Schemes,52.72,23.724,5.272,0,Ongoing but physically not completed,May,2023,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division SIDHI,30014023,HARDIHA PAWAI PWSS,54.2,2021-2022,08-03-2021,17-09-2021,20-03-2024,31-12-2025,54.2,0,54.2,30.05086,9.81189,30.05086,9.81189,Ongoing,retrofit/ Augmentation,SVS,108,74,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,54.2,24.39,5.42,100,Physically completed,December,2024,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division CHHINDWARA,30248953,SARNGBIHARI_AN,2.4,2020-2021,27-01-2021,06-09-2022,15-10-2024,31-10-2024,2.4,0,2.4,2.4,1.2,2.4,1.2,Financially completed,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,1.2,0,100,Physically completed,,,October,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Shivpuri,8357376,SILANAGAR PWSS(Retrofitting),82.56,2021-2022,19-08-2021,13-10-2022,,31-12-2025,82.56,0,82.56,23.88386,6.64998,23.88386,6.64998,Ongoing,retrofit/ Augmentation,SVS,220,182,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,82.56,37.152,8.256,0,Ongoing but physically not completed,December,2022,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Mandsour,8381524,Malyakhedi School scheme,2.65,2021-2022,19-07-2021,07-09-2021,30-04-2022,31-03-2023,2.65,0,2.65,2.65,1.325,2.65,1.325,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,1.325,0,100,Physically completed,,,January,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Sheopur,8326980,GOHTA A,2.025,2021-2022,22-02-2021,05-05-2021,,30-06-2023,2.025,0,2.025,2.025,1.0125,2.025,1.0125,Ongoing,New PWS scheme,SVS,0,18,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,1.012,0,0,Ongoing but physically not completed,February,2023,May,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Dewas,8377193,SONKATCH Group 1 School Anganwadi,48.4,2020-2021,25-01-2021,25-01-2021,,31-12-2024,48.4,0,48.4,41.33226,24.2,41.33226,24.2,Ongoing,New PWS scheme,MVS,2,19,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,24.2,0,85,Ongoing but physically not completed,December,2022,July,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division KATNI,30234870,LALPUR PWSS SCHEME,68.66,2022-2023,27-01-2023,30-06-2023,,31-03-2025,68.66,0,68.66,20.24716,9.88997,20.24716,9.88997,Ongoing,New PWS scheme,SVS,225,168,Ground water based,,JJM-PWS,PWS Schemes,68.66,30.897,6.866,50,Ongoing but physically not completed,March,2024,January,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,Rewa (E&M) Division,8372785,AMALLAKPUR PWSS (MECH ),14.5,2020-2021,18-01-2021,06-04-2021,,31-12-2024,14.5,0,14.5,9.20049,4.60024,9.20049,4.60024,Ongoing,New PWS scheme,SVS,18,32,Ground water based,,JJM-PWS,PWS Schemes,14.5,6.525,1.45,25,Ongoing but physically not completed,September,2024,March,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Khandwa,8127650,Machhondi PWSS,35.65,2020-2021,03-09-2020,25-11-2020,23-08-2024,16-04-2025,35.65,0,35.65,28.83521,12.72112,28.83521,12.72112,Ongoing,New PWS scheme,SVS,71,142,Ground water based,,JJM-PWS,PWS Schemes,35.65,16.043,3.565,100,Physically completed,June,2023,October,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Gwalior,30222347,KOSA NEW JJM PWSS,65.69,2022-2023,19-09-2022,29-09-2023,,30-06-2025,65.69,0,65.69,8.19878,4.09939,8.19878,4.09939,Ongoing,New PWS scheme,SVS,163,1,Ground water based,,JJM-PWS,PWS Schemes,65.69,29.56,6.569,20,Ongoing but physically not completed,August,2024,December,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Tikamgarh,30158440,Retrofitting Vikrampura,33.95,2020-2021,25-07-2020,17-11-2022,,30-05-2025,33.95,0,33.95,31.01182,16.12625,31.01182,16.12625,Ongoing,retrofit/ Augmentation,SVS,77,53,Ground water based,,State and Others,State & Other completed and subsumed for Retrofit & Augmentation,33.95,15.278,3.395,35,Ongoing but physically not completed,September,2023,March,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Rajgarh,30070746,MADORA JJM PWSS,31.77,2022-2023,31-12-2021,13-01-2023,,31-07-2025,31.77,0,31.77,24.10838,12.05419,24.10838,12.05419,Ongoing,New PWS scheme,SVS,66,45,Ground water based,,JJM-PWS,PWS Schemes,31.77,14.296,3.177,80,Ongoing but physically not completed,December,2024,January,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division CHHINDWARA,7929740,RAWANWADA JARGAL,20.4,2019-2020,24-05-2019,11-06-2019,,10-12-2019,20.4,0,20.4,4.13435,0,4.13435,0,Ongoing,New PWS scheme,SVS,30,0,Ground water based,,JJM-PWS,PWS Schemes,20.4,9.18,2.04,45,Ongoing but physically not completed,,,November,2019,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Sheopur,8377050,WATER SUPPLY SCHEME IN SCHOOL A 835,49.755,2021-2022,10-06-2021,19-08-2021,,31-12-2023,49.755,0,49.755,45.7517,24,45.7517,24,Ongoing,New PWS scheme,MVS,0,97,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,24.878,0,25,Ongoing but physically not completed,September,2023,March,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Bhind,8386937,BLOCK MEHGAON SCHOOL JJM 1115,48.72,2021-2022,08-09-2021,09-09-2021,,30-06-2025,48.72,0,48.72,26,16,26,16,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,24.36,0,50,Ongoing but physically not completed,,,March,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division ANUPPUR,30050989,VENKAT NAGAR RETROFITTING ,98.32,2021-2022,19-08-2021,23-03-2022,,31-03-2024,98.32,0,98.32,83.18504,41.5941,83.18504,41.5941,Ongoing,retrofit/ Augmentation,SVS,209,104,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,98.32,44.244,9.832,70,Ongoing but physically not completed,July,2023,October,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division ANUPPUR,30218677,BARHA TOLA PWSS,99.81,2022-2023,28-12-2022,05-06-2023,14-07-2024,31-07-2025,99.81,0,99.81,91.6921,44.915,91.6921,44.915,Ongoing,New PWS scheme,SVS,252,186,Ground water based,,JJM-PWS,PWS Schemes,99.81,44.915,9.981,100,Physically completed,July,2024,July,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division NARSINGHPUR,8357107,W.S.IN RURAL SCHOOL VIDE AA 275,39.96,2020-2021,29-01-2021,15-04-2021,,31-01-2025,39.96,0,39.96,35.03247,12.05992,35.03247,12.05992,Ongoing,New PWS scheme,MVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,19.98,0,30,Ongoing but physically not completed,,,September,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division SEONI,30236788,Bhadtendni Mal PWSS,34.81,2023-2024,20-04-2023,28-08-2023,,30-04-2025,34.81,0,34.81,32.96522,9.87281,32.96522,9.87281,Ongoing,New PWS scheme,SVS,75,55,Ground water based,,JJM-PWS,PWS Schemes,34.81,15.665,3.481,0,Ongoing but physically not completed,March,2025,January,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Raisen,7751043,KHERI TALLUKA CHOAUKA PWSS (ODF),74.3,2017-2018,24-08-2016,01-07-2017,30-06-2021,30-09-2021,40,0,40,60.49762,36.145,40,30,Ongoing,New PWS scheme,SVS,173,162,Ground water based,,NRDWP,Ongoing and not taken for Retrofit & Augmentation (NRDWP schemes where expenditure booked since launch of JJM),0,0,0,100,Physically completed,December,2020,October,2021,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division PARASIA,30247548,PS Toldhana SCHOOL ANGANWADI JJM SCHEME,4.11,2020-2021,06-01-2021,11-04-2023,11-11-2024,30-11-2024,4.11,0,4.11,4.11,2.055,4.11,2.055,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,2.055,0,100,Physically completed,,,July,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Khargone,7752626,"SINKHEDI	 PWSS (ODF)",142.3,2017-2018,16-01-2018,16-03-2018,31-12-2018,31-03-2020,56.40578,0,56.40578,115.77874,57.63937,56.40578,28.20289,Financially completed,New PWS scheme,SVS,550,404,Ground water based,,NRDWP,Ongoing and not taken for Retrofit & Augmentation (NRDWP schemes where expenditure booked since launch of JJM),0,0,0,100,Physically completed,December,2020,March,2020,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Rajgarh,8015499,nunyahedi retrofitting pwss scheme,49.86,2020-2021,01-01-2020,08-07-2020,,31-01-2024,49.86,0,49.86,20.21261,14.23158,20.21261,14.23158,Ongoing,retrofit/ Augmentation,SVS,2,0,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,49.86,22.437,4.986,25,Ongoing but physically not completed,,,June,2021,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division DINDORI,8238665,BANKI RETROFIT (PWSS),70.16,2020-2021,28-09-2020,07-01-2021,14-02-2024,20-11-2024,70.16,0,70.16,52.00366,46.01984,52.00366,46.01984,Ongoing,retrofit/ Augmentation,SVS,6,242,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,70.16,31.572,7.016,100,Physically completed,July,2023,February,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Bhind,30122937,SAYPURA NO 2 NEW JJM PWSS,52.08,2022-2023,27-07-2022,02-12-2022,24-11-2024,30-06-2025,52.08,0,52.08,45.97061,22.9853,45.97061,22.9853,Ongoing,New PWS scheme,SVS,193,133,Ground water based,,JJM-PWS,PWS Schemes,52.08,23.436,5.208,100,Physically completed,November,2023,February,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Rajgarh,8377296,Babalda  Middle  School,1.53,2021-2022,31-03-2021,06-04-2021,,31-03-2022,1.53,0,1.53,0.76987,0.38493,0.76987,0.38493,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.765,0,25,Ongoing but physically not completed,,,December,2021,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division KATNI,30235434,MAHGAWAN PWSS SCHEME,44.52,2022-2023,27-01-2023,16-08-2023,,30-06-2025,44.52,0,44.52,2.50093,0,2.50093,0,Ongoing,New PWS scheme,SVS,110,0,Ground water based,,JJM-PWS,PWS Schemes,44.52,20.034,4.452,0,Ongoing but physically not completed,,,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division KATNI,7752131,NIGAHRA (ODF) PWSS,122.44,2017-2018,01-04-2017,22-06-2017,31-07-2020,31-03-2021,119.64,0,119.64,122.43,59.82,119.64,59.82,Financially completed,New PWS scheme,SVS,50,427,Ground water based,,NRDWP,Ongoing and not taken for Retrofit & Augmentation (NRDWP schemes where expenditure booked since launch of JJM),0,0,0,100,Physically completed,August,2024,July,2020,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Khandwa,30046704,BORIBANDRI PWSS,60.36,2022-2023,24-12-2021,30-04-2022,,27-05-2025,60.36,0,60.36,44.93746,22.46874,44.93746,22.46874,Ongoing,New PWS scheme,SVS,218,223,Ground water based,,JJM-PWS,PWS Schemes,60.36,28.671,3.018,40,Ongoing but physically not completed,September,2024,October,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Rajgarh,8367721,Bilodiya Purviya Anganwadi,1.53,2021-2022,31-03-2021,06-04-2021,,31-03-2022,1.53,0,1.53,0,0,0,0,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.765,0,0,Ongoing but physically not completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Guna,8226041,GAADER Retrofitting Scheme,16.63,2020-2021,01-09-2020,25-01-2021,18-05-2023,30-04-2025,16.63,0,16.63,12.28959,6.10049,12.28959,6.10049,Ongoing,retrofit/ Augmentation,SVS,80,55,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,16.63,7.483,1.663,100,Physically completed,April,2023,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division BALAGHAT,30219092,GUSAITOLA PWSS,10.42,2022-2023,30-12-2022,11-09-2023,,30-06-2025,10.42,0,10.42,10.42,4.59202,10.42,4.59202,Ongoing,New PWS scheme,SVS,24,17,Ground water based,,JJM-PWS,PWS Schemes,10.42,4.689,1.042,0,Ongoing but physically not completed,August,2024,July,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
